yolo_element,matched_arch_text,similarity_score
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
dining table,"In a more contemporary version of the Chinese model, a courtyard can also be used to separate a home into wings ; for example, one wing of the house may be for entertaining/dining, and the other wing may be for sleeping/family/privacy. This is exemplified by the Hooper House in Baltimore, Maryland.",0.11908801695028436
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
dining table,"In a more contemporary version of the Chinese model, a courtyard can also be used to separate a home into wings ; for example, one wing of the house may be for entertaining/dining, and the other wing may be for sleeping/family/privacy. This is exemplified by the Hooper House in Baltimore, Maryland.",0.11908801695028436
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
dining table,"In a more contemporary version of the Chinese model, a courtyard can also be used to separate a home into wings ; for example, one wing of the house may be for entertaining/dining, and the other wing may be for sleeping/family/privacy. This is exemplified by the Hooper House in Baltimore, Maryland.",0.11908801695028436
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
backpack,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10476985511494162
backpack,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10476985511494162
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
backpack,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10476985511494162
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
couch,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.08263603880854864
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
clock,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.09778560248197544
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
dining table,"In a more contemporary version of the Chinese model, a courtyard can also be used to separate a home into wings ; for example, one wing of the house may be for entertaining/dining, and the other wing may be for sleeping/family/privacy. This is exemplified by the Hooper House in Baltimore, Maryland.",0.11908801695028436
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
clock,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.09778560248197544
clock,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.09778560248197544
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
chair,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.14126214249135258
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
handbag,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.13387447262494848
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
suitcase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1149853830885367
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
bench,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.12715213339404027
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
vase,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.08767785334236888
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
potted plant,"Central patios provide natural light to common areas and space for potted outdoor plants. In Gilgit/Baltistan, Pakistan, courtyards were traditionally used for public gatherings where village related issues were discussed.",0.12402021458313742
