source_image,yolo_element,spatial_description,matched_arch_page,matched_arch_text,similarity_score
poc_00101.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00102.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00102.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00102.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00102.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00102.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00104.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00104.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00104.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00104.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00104.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00104.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00105.jpg,clock,temporal marker rhythm waiting spatial orientation,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.03598972088576455
poc_00112.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00113.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00113.jpg,laptop,work surface digital occupation interior activity,Alley,"They are often also associated with criminal activity. [ 89 ] However, some narrow alleys are found in historic parts of older American and Canadian cities, like New York City , Philadelphia , Charleston, South Carolina , Boston , Annapolis , New Castle, Delaware , Quebec City , St John's, Newfoundland , [ 90 ] and Victoria, British Columbia .",0.0954650356578262
poc_00114.jpg,backpack,human presence mobility informal occupation,Courtyard,"[ 3 ] However, courtyard houses have been found in harsher climates as well for centuries. The comforts offered by a courtyard—air, light, [ 4 ] privacy , security, and tranquility—are properties nearly universally desired in human housing.",0.03415293085724187
poc_00114.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00114.jpg,backpack,human presence mobility informal occupation,Courtyard,"[ 3 ] However, courtyard houses have been found in harsher climates as well for centuries. The comforts offered by a courtyard—air, light, [ 4 ] privacy , security, and tranquility—are properties nearly universally desired in human housing.",0.03415293085724187
poc_00121.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00123.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00123.jpg,dining table,gathering space social centre shared surface communal occupation,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1522390834879528
poc_00128.jpg,backpack,human presence mobility informal occupation,Courtyard,"[ 3 ] However, courtyard houses have been found in harsher climates as well for centuries. The comforts offered by a courtyard—air, light, [ 4 ] privacy , security, and tranquility—are properties nearly universally desired in human housing.",0.03415293085724187
poc_00130.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00130.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00130.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00130.jpg,dining table,gathering space social centre shared surface communal occupation,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1522390834879528
poc_00130.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00131.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00132.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00133.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00133.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00134.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00134.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00135.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00141.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00144.jpg,suitcase,movement transition travel threshold temporary occupation,Courtyard,"Convective cooling through transition spaces between multiple-courtyard buildings in the Middle East has also been observed. 2000 BC Ur , two-storey houses were constructed around an open square were built of fired brick.",0.08669568124544012
poc_00144.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00144.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00146.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00146.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00146.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00146.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00149.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00149.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00149.jpg,dining table,gathering space social centre shared surface communal occupation,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.1522390834879528
poc_00150.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00151.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00154.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00154.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00155.jpg,backpack,human presence mobility informal occupation,Courtyard,"[ 3 ] However, courtyard houses have been found in harsher climates as well for centuries. The comforts offered by a courtyard—air, light, [ 4 ] privacy , security, and tranquility—are properties nearly universally desired in human housing.",0.03415293085724187
poc_00156.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00156.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00158.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00163.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00163.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00168.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00169.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00169.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00169.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00172.jpg,backpack,human presence mobility informal occupation,Courtyard,"[ 3 ] However, courtyard houses have been found in harsher climates as well for centuries. The comforts offered by a courtyard—air, light, [ 4 ] privacy , security, and tranquility—are properties nearly universally desired in human housing.",0.03415293085724187
poc_00177.jpg,suitcase,movement transition travel threshold temporary occupation,Courtyard,"Convective cooling through transition spaces between multiple-courtyard buildings in the Middle East has also been observed. 2000 BC Ur , two-storey houses were constructed around an open square were built of fired brick.",0.08669568124544012
poc_00177.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00179.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00182.jpg,handbag,human presence temporary occupation personal object movement trace,Alley,"[ 20 ] Golden Gai was known for prostitution before 1958, when prostitution became illegal. Since then it has developed as a drinking area, and at least some of the bars can trace their origins back to the 1960s.",0.062039853114504405
poc_00185.jpg,cell phone,human presence communication temporary attention,Alley,"Actors once gathered in the alley, hoping to attract the attention of the Shubert Brothers and get employment in their theatrical productions. [ 118 ] When the hotel was torn down, and replaced with One Astor Plaza (1515 Broadway), the apparent width of the alley increased, as the new building did not go all the way to the westernmost edge of the building lot.",0.10883153629043991
poc_00186.jpg,vase,decorative object interior atmosphere spatial ornament,Arch,"An arch is a curved vertical structure spanning an open space underneath it. [ 1 ] Arches may support the load above them, or they may perform a purely decorative role.",0.10627133602282204
poc_00190.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00192.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00193.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00194.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00194.jpg,bench,public sitting area transitional space waiting zone urban furniture,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10014843215891926
poc_00194.jpg,clock,temporal marker rhythm waiting spatial orientation,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.03598972088576455
poc_00196.jpg,bottle,small object human occupation social use,Alley,"Most are two-storey, having a small bar at street level and either another bar or a tiny flat upstairs, reached by a steep set of stairs. None of the bars are very large; some are so small that they can only fit five or so customers at one time.",0.14648224265331042
poc_00196.jpg,bottle,small object human occupation social use,Alley,"Most are two-storey, having a small bar at street level and either another bar or a tiny flat upstairs, reached by a steep set of stairs. None of the bars are very large; some are so small that they can only fit five or so customers at one time.",0.14648224265331042
poc_00196.jpg,bottle,small object human occupation social use,Alley,"Most are two-storey, having a small bar at street level and either another bar or a tiny flat upstairs, reached by a steep set of stairs. None of the bars are very large; some are so small that they can only fit five or so customers at one time.",0.14648224265331042
poc_00196.jpg,bottle,small object human occupation social use,Alley,"Most are two-storey, having a small bar at street level and either another bar or a tiny flat upstairs, reached by a steep set of stairs. None of the bars are very large; some are so small that they can only fit five or so customers at one time.",0.14648224265331042
poc_00196.jpg,bottle,small object human occupation social use,Alley,"Most are two-storey, having a small bar at street level and either another bar or a tiny flat upstairs, reached by a steep set of stairs. None of the bars are very large; some are so small that they can only fit five or so customers at one time.",0.14648224265331042
poc_00198.jpg,potted plant,soft boundary interior landscape natural edge spatial atmosphere,Alley,"Apart from drinking alleys (drinking yokocho), shotengai and yokocho shotengais, there are the ordinary alleyways, the rojis which seem exist in all parts of the Japanese urban landscape. The roji which was once part of people's personal spatial sphere and everyday life has been transformed by diverse and competing interests.",0.08440954481972354
poc_00199.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
poc_00199.jpg,chair,seating area resting zone human occupation interior furniture pause space,Courtyard,"With space at a premium, architects are experimenting with courtyards as a way to provide outdoor space for small communities of people at a time. A courtyard surrounded by 12 houses, for example, would provide a shared park-like space for those families, who could take pride in ownership of the space.",0.10740744933296581
